route_id,origin,destination,vessel_class,cargo_type,scenario,contract_volume_mt,scenario_route_freight_rate,sail_revenue_usd,total_voyage_cost_usd,sail_value_usd,alternative_value_usd,kill_penalty_usd,kill_value_usd,incremental_sail_value_usd,decision,contract_id,optimizer_decision,selected_value_usd,optimizer
11,"Hay Point, Australia","Visakhapatnam, India",Panamax,coal,bull,69943.75,39.82242641657889,2785329.83767459,541850.6263131252,2243479.2113614646,0.0,100000.0,-100000.0,2343479.2113614646,SAIL,CONTRACT_011,SAIL,2343479.2113614646,robust_milp
13,"Adang Bay (East Kalimantan), Indonesia","Kandla, India",Supramax,steam coal,bear,51893.75,20.35193178057304,1056138.0598381122,441733.5185327099,614404.5413054023,0.0,100000.0,-100000.0,714404.5413054023,SAIL,CONTRACT_013,SAIL,714404.5413054023,robust_milp
13,"Adang Bay (East Kalimantan), Indonesia","Kandla, India",Supramax,steam coal,base,51893.75,26.5,1375184.375,441733.5185327099,933450.85646729,0.0,100000.0,-100000.0,1033450.85646729,SAIL,CONTRACT_013,SAIL,1033450.85646729,robust_milp
13,"Adang Bay (East Kalimantan), Indonesia","Kandla, India",Supramax,steam coal,bull,51893.75,37.89207540536232,1966361.8880670208,441733.5185327099,1524628.369534311,0.0,100000.0,-100000.0,1624628.369534311,SAIL,CONTRACT_013,SAIL,1624628.369534311,robust_milp
14,"East Kalimantan, Indonesia","Paradip, India",Supramax,thermal coal,bear,51893.75,11.519961385230022,597813.9961347805,324360.20148084464,273453.7946539358,0.0,100000.0,-100000.0,373453.7946539358,KILL,CONTRACT_014,KILL,0.0,robust_milp
14,"East Kalimantan, Indonesia","Paradip, India",Supramax,thermal coal,base,51893.75,15.0,778406.25,324360.20148084464,454046.04851915536,0.0,100000.0,-100000.0,554046.0485191554,KILL,CONTRACT_014,KILL,0.0,robust_milp
14,"East Kalimantan, Indonesia","Paradip, India",Supramax,thermal coal,bull,51893.75,21.44834456907301,1113035.0309813323,324360.20148084464,788674.8295004879,0.0,100000.0,-100000.0,888674.8295004879,KILL,CONTRACT_014,KILL,0.0,robust_milp
15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,bear,69943.75,14.975949800799029,1047474.0888796372,605790.3531287188,441683.7357509183,0.0,100000.0,-100000.0,541683.7357509183,KILL,CONTRACT_015,KILL,0.0,robust_milp
15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,base,69943.75,19.5,1363903.125,605790.3531287188,758112.7718712812,0.0,100000.0,-100000.0,858112.7718712812,KILL,CONTRACT_015,KILL,0.0,robust_milp
15,Atlantic / Black Sea ports (Taman / Ust-Luga proxy),"Visakhapatnam, India",Panamax,coal,bull,69943.75,27.88284793979492,1950230.945589031,605790.3531287188,1344440.5924603124,0.0,100000.0,-100000.0,1444440.5924603124,KILL,CONTRACT_015,KILL,0.0,robust_milp
16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,bear,157937.5,10.75196395954802,1698138.307861115,465615.2471076028,1232523.060753513,0.0,100000.0,-100000.0,1332523.060753513,SAIL,CONTRACT_016,SAIL,1332523.060753513,robust_milp
16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,base,157937.5,14.0,2211125.0,465615.2471076028,1745509.752892397,0.0,100000.0,-100000.0,1845509.752892397,SAIL,CONTRACT_016,SAIL,1845509.752892397,robust_milp
16,"Richards Bay, South Africa","Gangavaram, India",Capesize,coal,bull,157937.5,20.01845493113481,3161664.725686104,465615.2471076028,2696049.4785785014,0.0,100000.0,-100000.0,2796049.4785785014,SAIL,CONTRACT_016,SAIL,2796049.4785785014,robust_milp
17,"Queensland, Australia","Haldia, India",Panamax,coking coal,bear,69943.75,15.59034774134463,1090447.3848336737,522407.5919034318,568039.7929302417,0.0,100000.0,-100000.0,668039.7929302417,SAIL,CONTRACT_017,SAIL,668039.7929302417,robust_milp
17,"Queensland, Australia","Haldia, India",Panamax,coking coal,base,69943.75,20.3,1419858.125,522407.5919034318,897450.5330965682,0.0,100000.0,-100000.0,997450.5330965682,SAIL,CONTRACT_017,SAIL,997450.5330965682,robust_milp
17,"Queensland, Australia","Haldia, India",Panamax,coking coal,bull,69943.75,29.026759650145475,2030240.4202798624,522407.5919034318,1507832.8283764308,0.0,100000.0,-100000.0,1607832.8283764308,SAIL,CONTRACT_017,SAIL,1607832.8283764308,robust_milp
18,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,bear,69943.75,9.83036704872962,687572.7352645823,522807.0979471695,164765.63731741282,0.0,100000.0,-100000.0,264765.6373174128,KILL,CONTRACT_018,KILL,0.0,robust_milp
18,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,base,69943.75,12.8,895280.0,522807.0979471695,372472.9020528305,0.0,100000.0,-100000.0,472472.9020528305,KILL,CONTRACT_018,KILL,0.0,robust_milp
18,"Richards Bay, South Africa","Haldia, India",Panamax,coking / thermal coal,bull,69943.75,18.302587365608968,1280151.595053312,522807.0979471695,757344.4971061426,0.0,100000.0,-100000.0,857344.4971061426,KILL,CONTRACT_018,KILL,0.0,robust_milp
19,"Richards Bay, South Africa","Kandla, India",Capesize,coal,bear,157937.5,13.401555078150926,2116608.105155462,443034.2231819321,1673573.8819735297,0.0,100000.0,-100000.0,1773573.8819735297,SAIL,CONTRACT_019,SAIL,1773573.8819735297,robust_milp
19,"Richards Bay, South Africa","Kandla, India",Capesize,coal,base,157937.5,17.45,2756009.375,443034.2231819321,2312975.151818068,0.0,100000.0,-100000.0,2412975.151818068,SAIL,CONTRACT_019,SAIL,2412975.151818068,robust_milp
19,"Richards Bay, South Africa","Kandla, India",Capesize,coal,bull,157937.5,24.9515741820216,3940789.247373036,443034.2231819321,3497755.024191104,0.0,100000.0,-100000.0,3597755.024191104,SAIL,CONTRACT_019,SAIL,3597755.024191104,robust_milp
20,East Coast Australia,East Coast India,Panamax,coal,bear,69943.75,13.593554434571423,950784.172983055,582171.8247438441,368612.3482392109,0.0,100000.0,-100000.0,468612.3482392109,KILL,CONTRACT_020,KILL,0.0,robust_milp
20,East Coast Australia,East Coast India,Panamax,coal,base,69943.75,17.7,1238004.375,582171.8247438441,655832.5502561559,0.0,100000.0,-100000.0,755832.5502561559,KILL,CONTRACT_020,KILL,0.0,robust_milp
20,East Coast Australia,East Coast India,Panamax,coal,bull,69943.75,25.30904659150615,1770209.6275346582,582171.8247438441,1188037.802790814,0.0,100000.0,-100000.0,1288037.802790814,KILL,CONTRACT_020,KILL,0.0,robust_milp
21,Indonesia,East Coast India,Panamax,coal,bear,69943.75,8.601571167638415,601626.1433565094,307000.4267910571,294625.7165654523,0.0,100000.0,-100000.0,394625.7165654523,KILL,CONTRACT_021,KILL,0.0,robust_milp
21,Indonesia,East Coast India,Panamax,coal,base,69943.75,11.2,783370.0,307000.4267910571,476369.5732089429,0.0,100000.0,-100000.0,576369.5732089429,KILL,CONTRACT_021,KILL,0.0,robust_milp
21,Indonesia,East Coast India,Panamax,coal,bull,69943.75,16.01476394490785,1120132.6456716482,307000.4267910571,813132.2188805911,0.0,100000.0,-100000.0,913132.2188805912,KILL,CONTRACT_021,KILL,0.0,robust_milp
22,Indonesia,West Coast India,Panamax,coal,bear,69943.75,9.86876692001372,690258.5662617096,442047.96952408215,248210.5967376274,0.0,100000.0,-100000.0,348210.5967376274,KILL,CONTRACT_022,KILL,0.0,robust_milp
22,Indonesia,West Coast India,Panamax,coal,base,69943.75,12.85,898777.1875,442047.96952408215,456729.21797591785,0.0,100000.0,-100000.0,556729.2179759179,KILL,CONTRACT_022,KILL,0.0,robust_milp
22,Indonesia,West Coast India,Panamax,coal,bull,69943.75,18.37408184750588,1285152.1872214894,442047.96952408215,843104.2176974072,0.0,100000.0,-100000.0,943104.2176974072,KILL,CONTRACT_022,KILL,0.0,robust_milp
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,bear,157937.5,15.01434967208313,2371328.851334629,465615.2471076028,1905713.6042270265,0.0,100000.0,-100000.0,2005713.6042270265,SAIL,CONTRACT_023,SAIL,2005713.6042270265,robust_milp
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,base,157937.5,19.55,3087678.125,465615.2471076028,2622062.8778923973,0.0,100000.0,-100000.0,2722062.8778923973,SAIL,CONTRACT_023,SAIL,2722062.8778923973,robust_milp
23,"Richards Bay, South Africa","Krishnapatnam, India",Capesize,coal,bull,157937.5,27.954342421691823,4415038.956225952,465615.2471076028,3949423.7091183495,0.0,100000.0,-100000.0,4049423.7091183495,SAIL,CONTRACT_023,SAIL,4049423.7091183495,robust_milp
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,bear,69943.75,34.06068582899677,2382332.0944518927,1040705.5642442276,1341626.5302076652,0.0,100000.0,-100000.0,1441626.5302076652,SAIL,CONTRACT_024,SAIL,1441626.5302076652,robust_milp
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,base,69943.75,44.35,3102005.3125,1040705.5642442276,2061299.7482557725,0.0,100000.0,-100000.0,2161299.7482557725,SAIL,CONTRACT_024,SAIL,2161299.7482557725,robust_milp
24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),Panamax,coal / coking coal,bull,69943.75,63.415605442559205,4435525.253173,1040705.5642442276,3394819.6889287727,0.0,100000.0,-100000.0,3494819.6889287727,SAIL,CONTRACT_024,SAIL,3494819.6889287727,robust_milp
