report_date,target_5tc,status,evidence,source,has_5tc,has_capesize,has_bci,has_ultramax,has_supramax,semantic_category,capesize_5tc_usd_per_day,c5_usd_per_mt,validation_score,validation_status,validation_reason,validated_source,source_context,evidence_text,mentions_5tc,mentions_capesize,mentions_bci,mentions_ultramax,mentions_supramax,has_direct_5tc_signal,promotion_candidate,extracted_source_value,value_matches_target,revalidation_status,target_value_present_in_evidence,has_5tc_semantic,has_capesize_semantic,has_bci_semantic,has_wrong_segment_semantic,corrected_validation_status,corrected_target_tier,target_date,target_next_5tc,days_to_target,tc_lag_1,tc_lag_2,tc_lag_3,tc_lag_4,tc_mean_4,tc_std_4,change_abs,change_pct,change_pct_100
2022-02-14,15397.0,GOOD_EXPLICIT,"Activity was clearly seen to be elevated as the Capesize 5TC rose +5095 over the week to close on a mild Friday at $15,397.",https://www.drycargomag.com/dry-bulk-report-week-6-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,15397.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2022-02-21,13888.0,7.0,10302.0,7390.0,12407.0,19176.0,12318.75,5012.96727664032,-1509.0,-0.09800610508540625,-9.800610508540625
2022-02-21,13888.0,GOOD_EXPLICIT,"Closing Friday some reprieve was found as the Capesize 5TC closed on a positive up note +1888 to settle at $13,888.",https://www.drycargomag.com/dry-bulk-week-7-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,1888.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2022-02-28,14026.0,7.0,15397.0,10302.0,7390.0,12407.0,11374.0,3379.9929980203606,138.0,0.009936635944700461,0.9936635944700462
2022-05-03,17713.0,REVIEW_NO_DIRECT_EVIDENCE,"Dry Bulk: Week 17 / 2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 17 / 2022 03 May 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market had a positive week overall with the BCI and 5TC route average at 2003 points and $16,609, closing at 2,136 and $17,713.",https://www.drycargomag.com/dry-bulk-week-17-2022,,,,,,,2003.0,12.245,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-17-2022,,"Dry Bulk: Week 17 / 2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 17 / 2022 03 May 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market had a positive week overall with the BCI and 5TC route average at 2003 points and $16,609, closing at 2,136 and $17,713.",True,True,True,False,False,True,POTENTIAL_TIER_A_REVIEW,2003.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,True,True,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2022-05-09,24002.0,6.0,15648.0,22195.0,14026.0,13888.0,16439.25,3919.497703788076,6289.0,0.3550499633037882,35.504996330378816
2022-06-13,19665.0,REVIEW_NO_DIRECT_EVIDENCE,"The softening of values was felt across all Capesize 5TC routes as the index lowered throughout the week by -4609 to $19,665.",https://www.drycargomag.com/dry-bulk-week-23-2022,,,,,,,19665.0,31.37,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-23-2022,,"The softening of values was felt across all Capesize 5TC routes as the index lowered throughout the week by -4609 to $19,665.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,19665.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2022-06-20,24776.0,7.0,37538.0,24002.0,17713.0,15648.0,23725.25,9870.119397285256,5111.0,0.2599033816425121,25.99033816425121
2022-06-20,24776.0,REVIEW_NO_DIRECT_EVIDENCE,"Amongst this turmoil the sector managed to find a floor under its recent softening as sentiment improved in the latter part of the week with the Capesize 5TC lifting $5,111 over the week to finish at $24,776.",https://www.drycargomag.com/dry-bulk-week-24-2022,,,,,,,24776.0,13.49,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-24-2022,,"Amongst this turmoil the sector managed to find a floor under its recent softening as sentiment improved in the latter part of the week with the Capesize 5TC lifting $5,111 over the week to finish at $24,776.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,24776.0,True,REVALIDATED_CLEAR,True,True,True,False,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2022-06-27,19875.0,7.0,19665.0,37538.0,24002.0,17713.0,24729.5,8934.341255328603,-4901.0,-0.19781239909589926,-19.781239909589925
2026-06-08,44374.0,GOOD_EXPLICIT,"Baltic Exchange: Dry Bulk Weekly Report About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Baltic Exchange: Dry Bulk Weekly Report 08 June 2026 Dry Bulk Capesize The market closed the week on a softer footing, with the BCI 182 5TC easing from just under $50,000 at the start of the week to $44,374, reflecting a clear loss of momentum as the week progressed.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2326,True,True,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,44374.0,True,REVALIDATED_CLEAR,True,True,True,True,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2026-06-15,37251.0,7.0,26468.0,23879.0,23697.0,23509.0,24388.25,1394.7045983528826,-7123.0,-0.1605219272546987,-16.05219272546987
2026-06-15,37251.0,GOOD_EXPLICIT,"The BCI 182 5TC fell from $42,798 at the start of the week to $37,251 by the close, representing a significant erosion of earnings and underscoring the loss of momentum from the stronger levels seen in late May.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2426,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,37251.0,True,REVALIDATED_CLEAR,True,True,False,True,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2026-06-22,37631.0,7.0,44374.0,26468.0,23879.0,23697.0,29604.5,9927.330440086433,380.0,0.010201068427693217,1.0201068427693216
2026-06-22,37631.0,GOOD_EXPLICIT,"Having come under pressure through the early part of the week, the market reversed course, with the BCI 182 5TC climbing sharply to close at $37,631, up from $36,756 at the start of the week.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2526,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,37631.0,True,REVALIDATED_CLEAR,True,True,False,True,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2026-06-29,33014.0,7.0,37251.0,44374.0,26468.0,23879.0,32993.0,9544.603117294437,-4617.0,-0.12269139804948048,-12.269139804948049
2026-06-29,33014.0,GOOD_EXPLICIT,"Overall, the BCI 182 5TC declined from $36,946 to $33,014, leaving the market firmly on the defensive by week’s end.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2626,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,33014.0,True,REVALIDATED_CLEAR,True,True,False,True,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2026-07-06,37181.0,7.0,37631.0,37251.0,44374.0,26468.0,36431.0,7404.165899455974,4167.0,0.12621917974192767,12.621917974192767
2026-07-20,37156.0,GOOD_EXPLICIT,"Having started the week at $42,641, the BCI 182 5TC peaked at $43,086 before sliding around $5,000 to finish at $37,156, illustrating a market that ended the week firmly on the defensive.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2926,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,43086.0,False,MANUAL_REVIEW_VALUE_MISMATCH,True,True,False,True,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2026-07-27,38860.0,7.0,37181.0,33014.0,37631.0,37251.0,36269.25,2179.154021633171,1704.0,0.04586069544622672,4.5860695446226725
2026-08-10,46512.0,GOOD_EXPLICIT,"Strength in both the Pacific and Atlantic basins underpinned the rally, driving the BCI 5TC from $41,395 at the start of the week to $46,512 by Friday's close.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3226,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,46512.0,True,REVALIDATED_CLEAR,True,True,False,True,False,CORRECTED_REVALIDATED_CLEAR,A_REVALIDATED,2026-08-17,41155.0,7.0,38860.0,37156.0,37181.0,33014.0,36552.75,2490.2986935974886,-5357.0,-0.11517457860337117,-11.517457860337117
