report_date,target_5tc,status,evidence,source,has_5tc,has_capesize,has_bci,has_ultramax,has_supramax,semantic_category,capesize_5tc_usd_per_day,c5_usd_per_mt,validation_score,validation_status,validation_reason,validated_source,source_context,evidence_text,mentions_5tc,mentions_capesize,mentions_bci,mentions_ultramax,mentions_supramax,has_direct_5tc_signal,promotion_candidate,extracted_source_value,value_matches_target,revalidation_status,target_tier
2021-11-22,29938.0,GOOD_EXPLICIT,"Dry Bulk: Week 46 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 46 22 November 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market closed out a generally underwhelming week with positive sentiment and an uptick in the final days with the 5TC lifting +2905 to settle at $29,938.",https://www.drycargomag.com/dry-bulk-week-46-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,29938.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2021-12-13,40035.0,GOOD_EXPLICIT,"Dry Bulk: Week 49 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 49 13 December 2021 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market peaked mid-week from its recent rally as the 5TC marked down -$1344 on the last day of the week to settle at $40,035.",https://www.drycargomag.com/dry-bulk-week-49-2021,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,40035.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-01-17,12407.0,GOOD_EXPLICIT,"Dry Bulk: Week 2 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 2 17 January 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market endured a somewhat traditional post-holiday Q1 drop as the 5TC descended -7760 over the week to settle at $12,407.",https://www.drycargomag.com/dry-bulk-week-2-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,12407.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-01-24,7390.0,REVIEW_NO_DIRECT_EVIDENCE,"k 3 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 3 24 January 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize There was little support to be found for the Capesize market over the last week as dwindling rates and rising bunker prices slashed earnings for owners with the 5TC Weighted Average dropping to $7,390.",https://www.drycargomag.com/dry-bulk-week-3-2022,,,,,,,7390.0,6.786,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-3-2022,,"k 3 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 3 24 January 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize There was little support to be found for the Capesize market over the last week as dwindling rates and rising bunker prices slashed earnings for owners with the 5TC Weighted Average dropping to $7,390.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,7390.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-02-07,10302.0,GOOD_EXPLICIT,"Dry Bulk: Week 5 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 5 07 February 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market traded sideways this week as the 5TC closed at $10,302, an improvement of +1384 over the week.",https://www.drycargomag.com/dry-bulk-week-5-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,10302.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-02-14,15397.0,GOOD_EXPLICIT,"Activity was clearly seen to be elevated as the Capesize 5TC rose +5095 over the week to close on a mild Friday at $15,397.",https://www.drycargomag.com/dry-bulk-report-week-6-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,15397.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-03-14,22195.0,GOOD_EXPLICIT,"Dry Bulk: Week 10 / 2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 10 / 2022 14 March 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market appeared to get caught up in the wider market rallies this week as geopolitical tensions run high, with the 5TC lifting $8635 over the week to settle at $22,195.",https://www.drycargomag.com/dry-bulk-week-10-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,22195.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-03-28,15648.0,GOOD_EXPLICIT,"Dry Bulk: Week 12/2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 12/2022 28 March 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market had to contend with volatile bunker concerns once again as the 5TC lost $5956 week on week to close at $15,648.",https://www.drycargomag.com/dry-bulk-week-122022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,15648.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-05-09,24002.0,REVIEW_NO_DIRECT_EVIDENCE,"Dry Bulk: Week 18 / 2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 18 / 2022 09 May 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market has made the most of the short working week as rates have lifted strongly, with the 5TC now residing at $24,002 - up $6262 week on week.",https://www.drycargomag.com/dry-bulk-week-18-2022,,,,,,,24002.0,,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-18-2022,,"Dry Bulk: Week 18 / 2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 18 / 2022 09 May 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market has made the most of the short working week as rates have lifted strongly, with the 5TC now residing at $24,002 - up $6262 week on week.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,24002.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-05-16,32733.0,GOOD_EXPLICIT,"The 5TC ended the week at $32,733, a rise of 8731 week on week.",https://www.drycargomag.com/dry-bulk-week-19-2022,True,False,False,False,False,B_5TC_NO_CLEAR_SEGMENT,,,,,,,,,,,,,,,,32733.0,True,REVALIDATED_5TC_ONLY,B_REVALIDATED
2022-05-23,37538.0,GOOD_EXPLICIT,"The Capesize 5TC rose +$4,805 over the week to close at $37,538.",https://www.drycargomag.com/dry-bulk-week-20-2022,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,37538.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-06-13,19665.0,REVIEW_NO_DIRECT_EVIDENCE,"The softening of values was felt across all Capesize 5TC routes as the index lowered throughout the week by -4609 to $19,665.",https://www.drycargomag.com/dry-bulk-week-23-2022,,,,,,,19665.0,31.37,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-23-2022,,"The softening of values was felt across all Capesize 5TC routes as the index lowered throughout the week by -4609 to $19,665.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,19665.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-06-20,24776.0,REVIEW_NO_DIRECT_EVIDENCE,"Amongst this turmoil the sector managed to find a floor under its recent softening as sentiment improved in the latter part of the week with the Capesize 5TC lifting $5,111 over the week to finish at $24,776.",https://www.drycargomag.com/dry-bulk-week-24-2022,,,,,,,24776.0,13.49,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-24-2022,,"Amongst this turmoil the sector managed to find a floor under its recent softening as sentiment improved in the latter part of the week with the Capesize 5TC lifting $5,111 over the week to finish at $24,776.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,24776.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-06-27,19875.0,REVIEW_NO_DIRECT_EVIDENCE,"Dry Bulk: Week 25 / 2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 25 / 2022 27 June 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market was unable to carry the rally from last week as rates were seen to dip sharply this week with the 5TC down 4901 to $19,875.",https://www.drycargomag.com/dry-bulk-week-25-2022,,,,,,,19875.0,,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/dry-bulk-week-25-2022,,"Dry Bulk: Week 25 / 2022 About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk: Week 25 / 2022 27 June 2022 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The Capesize market was unable to carry the rally from last week as rates were seen to dip sharply this week with the 5TC down 4901 to $19,875.",True,True,False,False,False,True,POTENTIAL_TIER_A_REVIEW,19875.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2022-10-17,17965.0,GOOD_EXPLICIT,"The Capesize 5TC lowered 1909 over the week to settle at $17,965.",https://www.drycargomag.com/flat-week-for-dry-bulk-shipping,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,17965.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2023-03-13,14466.0,GOOD_EXPLICIT,"Subsequently, the time charter average for the 5TC rose over $4,000 compared with last Friday and finished proceedings at $14,466.",https://www.drycargomag.com/dry-bulk-shipping-report-1023,True,False,False,False,False,B_5TC_NO_CLEAR_SEGMENT,,,,,,,,,,,,,,,,14466.0,True,REVALIDATED_5TC_ONLY,B_REVALIDATED
2023-04-03,13806.0,GOOD_EXPLICIT,"Dry Bulk Shipping Report About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Dry Bulk Shipping Report 03 April 2023 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The first quarter of 2023 ended with a decline of $95 on the Capesize time charter average (5TC), pricing at $13,806 on the last day in March.",https://www.drycargomag.com/dry-bulk-shipping-report-1323,True,True,False,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,13806.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2023-10-09,27455.0,GOOD_EXPLICIT,"By the end of the week, the Pacific market rebounded, remaining robust and supported, while the Atlantic market, particularly in the North Atlantic, saw significantly firmer fixtures, concluding the week on an optimistic note, as illustrated by the BCI 5TC index, which rose this week by $5,801 to reach $27,455 as the week draws to a close.",https://www.drycargomag.com/dry-bulk-shipping-report-4023,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,27455.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2024-10-14,23509.0,GOOD_EXPLICIT,"The BCI 5TC fell every day besides Friday, which closed at $23,509, a significant drop from Monday’s $26,213.",https://www.drycargomag.com/soft-week-for-dry-bulk-sector-market,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,23509.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2025-03-17,23697.0,GOOD_EXPLICIT,"The BCI 5TC experienced a steady rise throughout the week, before a slight correction saw it close at $23,697, up from $20,544 at the week's start.",https://www.drycargomag.com/a-positive-week-for-the-dry-bulk-sector,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,23697.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2025-06-23,23879.0,GOOD_EXPLICIT,"Overall, the week marked a reversal of recent gains, with the BCI 5TC shedding over $7,000 to settle at $23,879 by Friday.",https://www.drycargomag.com/a-subdued-week-for-dry-bulk-shipping-market,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,23879.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2026-02-09,26468.0,GOOD_EXPLICIT,"Dry Bulk Weekly Report About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Baltic Exchange: Dry Bulk Weekly Report 09 February 2026 Dry Bulk | Trade & Commodities | Shipping & Transport Capesize The market endured a broadly softer week, with sentiment cooling across both the Pacific and Atlantic as the BCI 182 5TC slid from the low $31,000s to finish closer to $26,468.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-0626,True,True,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,26468.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2026-06-08,44374.0,GOOD_EXPLICIT,"Baltic Exchange: Dry Bulk Weekly Report About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Baltic Exchange: Dry Bulk Weekly Report 08 June 2026 Dry Bulk Capesize The market closed the week on a softer footing, with the BCI 182 5TC easing from just under $50,000 at the start of the week to $44,374, reflecting a clear loss of momentum as the week progressed.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2326,True,True,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,44374.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2026-06-15,37251.0,GOOD_EXPLICIT,"The BCI 182 5TC fell from $42,798 at the start of the week to $37,251 by the close, representing a significant erosion of earnings and underscoring the loss of momentum from the stronger levels seen in late May.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2426,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,37251.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2026-06-22,37631.0,GOOD_EXPLICIT,"Having come under pressure through the early part of the week, the market reversed course, with the BCI 182 5TC climbing sharply to close at $37,631, up from $36,756 at the start of the week.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2526,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,37631.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2026-06-29,33014.0,GOOD_EXPLICIT,"Overall, the BCI 182 5TC declined from $36,946 to $33,014, leaving the market firmly on the defensive by week’s end.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2626,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,33014.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2026-07-06,37181.0,GOOD_EXPLICIT,"The BCI 182 5TC gained just over $5,000 across the week to close at $37,181.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-2726,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,37181.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2026-08-10,46512.0,GOOD_EXPLICIT,"Strength in both the Pacific and Atlantic basins underpinned the rally, driving the BCI 5TC from $41,395 at the start of the week to $46,512 by Friday's close.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3226,True,False,True,False,False,A_CLEAR_CAPESIZE_5TC,,,,,,,,,,,,,,,,46512.0,True,REVALIDATED_CLEAR,A_REVALIDATED
2026-08-17,41155.0,REVIEW_NO_DIRECT_EVIDENCE,"Baltic Exchange: Dry Bulk Weekly Report About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Baltic Exchange: Dry Bulk Weekly Report 17 August 2026 Dry Bulk Capesize The market came under sustained pressure this week, with the BCI 5TC falling from $46,300 to $41,155 as softer Pacific conditions outweighed pockets of resilience in the Atlantic.",https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3326,,,,,,,41155.0,16.0,0.0,UNVERIFIED,Could not find exact 5TC context,https://www.drycargomag.com/baltic-exchange-dry-bulk-weekly-report-3326,,"Baltic Exchange: Dry Bulk Weekly Report About Us About Us Contact Us Privacy Policy Publications Dry Cargo Magazine Dry Cargo Handling Directory Advertising Magazine Advertising Online Banner Advertising Newsletter Banner Advertising Online Lead-Generating Content Media kit DCi Media Pack Editorial Programme Advertising Rates News Latest News Dry Bulk Trade & Commodities Shipping & Transport Ports & Terminals Engineering & Equipment Breakbulk Regional Focus Events Subscribe Baltic Exchange: Dry Bulk Weekly Report 17 August 2026 Dry Bulk Capesize The market came under sustained pressure this week, with the BCI 5TC falling from $46,300 to $41,155 as softer Pacific conditions outweighed pockets of resilience in the Atlantic.",True,True,True,False,False,True,POTENTIAL_TIER_A_REVIEW,41155.0,True,REVALIDATED_CLEAR,A_REVALIDATED
